row_ID,final_price
35335,258.97214
35336,360.20032
35337,5266.2363
35338,5046.1333
35339,6005.631
35340,5200.6855
35341,3724.7388
35342,7066.0044
35343,214.83005
35344,2747.8254
35345,333.4779
35346,3597.3337
35347,12820.267
35348,2074.4387
35349,1063.005
35350,2278.4338
35351,1806.3408
35352,5412.989
35353,7218.107
35354,3848.911
35355,3430.3425
35356,2337.1033
35357,3018.8857
35358,3412.5632
35359,5297.439
35360,7946.7476
35361,14540.918
35362,6405.14
35363,6112.588
35364,5689.893
35365,2511.731
35366,4429.636
35367,5473.2383
35368,5285.2666
35369,6244.1943
35370,9226.522
35371,3518.9878
35372,17288.438
35373,4734.6914
35374,9224.805
35375,3406.3755
35376,16313.603
35377,4416.0596
35378,3118.9973
35379,3438.5813
35380,13145.163
35381,4993.376
35382,3769.4038
35383,10097.391
35384,3953.94
35385,5112.6943
35386,5300.7935
35387,10291.26
35388,5663.6636
35389,254.45389
35390,4107.91
35391,4119.7896
35392,4506.7666
35393,5572.18
35394,9065.267
35395,6070.3735
35396,4653.4546
35397,4458.6875
35398,2310.7544
35399,6233.996
35400,-33.42597
35401,3992.1162
35402,12634.061
35403,728.9689
35404,7828.368
35405,4848.231
35406,4731.2397
35407,2953.6099
35408,5862.8184
35409,4678.2163
35410,10339.011
35411,6053.6904
35412,2745.8916
35413,4063.2356
35414,2068.7273
35415,15891.06
35416,5659.549
35417,5291.5557
35418,4950.356
35419,14350.426
35420,441.99872
35421,5151.9478
35422,6653.448
35423,1598.1044
35424,3347.9324
35425,15534.749
35426,3713.5503
35427,264.8403
35428,4228.548
35429,4236.358
35430,5114.3247
35431,3545.531
35432,1134.8002
35433,37.15779
35434,7308.964
35435,6998.9824
35436,355.91068
35437,7942.7812
35438,6396.9185
35439,3545.531
35440,458.1687
35441,3545.531
35442,8689.751
35443,4432.3896
35444,17112.965
35445,4019.3987
35446,8111.742
35447,3424.7656
35448,1871.2361
35449,5002.619
35450,1702.3721
35451,6741.023
35452,1243.2178
35453,2255.1477
35454,1111.3735
35455,5259.122
35456,1943.9707
35457,1541.5746
35458,9948.23
35459,3538.58
35460,6419.9214
35461,4068.1047
35462,6034.9688
35463,209.58408
35464,5073.1885
35465,5768.445
35466,3917.6055
35467,206.35788
35468,428.6581
35469,9655.472
35470,2878.114
35471,3331.747
35472,2247.685
35473,4521.3965
35474,4095.5962
35475,9824.229
35476,7958.186
35477,9000.249
35478,3992.1162
35479,11052.711
35480,4323.534
35481,4425.4307
35482,8675.101
35483,4796.6226
35484,22159.043
35485,1538.7052
35486,7182.1714
35487,4329.452
35488,7720.899
35489,3462.0676
35490,1398.8606
35491,7814.5063
35492,7207.449
35493,17138.68
35494,7637.318
35495,378.4326
35496,2799.018
35497,1276.9236
35498,5932.9214
35499,1726.111
35500,4855.652
35501,5572.994
35502,14077.2295
35503,5233.016
35504,5265.1255
35505,5807.3784
35506,247.3558
35507,11352.639
35508,7413.9775
35509,5385.1235
35510,12155.392
35511,8797.666
35512,7667.886
35513,379.0656
35514,5144.2827
35515,5021.12
35516,10279.933
35517,5910.4663
35518,6486.294
35519,5943.0166
35520,3257.5676
35521,2207.4478
35522,4444.4307
35523,11382.002
35524,6957.8374
35525,4306.6865
35526,3979.3616
35527,3365.5784
35528,6008.17
35529,8665.803
35530,6039.334
35531,4247.249
35532,7321.956
35533,9627.029
35534,373.58405
35535,2188.3652
35536,10784.322
35537,1213.8188
35538,6628.2393
35539,8752.447
35540,6582.824
35541,5645.113
35542,13893.211
35543,6719.2515
35544,4529.4404
35545,8552.291
35546,6466.192
35547,9834.339
35548,7529.5225
35549,1713.9719
35550,3779.8518
35551,138.5476
35552,1214.0566
35553,4691.249
35554,7797.1416
35555,4079.548
35556,1643.1971
35557,22290.156
35558,11160.695
35559,6682.868
35560,6963.5503
35561,5080.317
35562,6588.761
35563,3997.6455
35564,8423.149
35565,-22.603241
35566,9238.973
35567,3687.5981
35568,303.3717
35569,5744.1787
35570,4436.469
35571,4333.14
35572,5947.729
35573,4286.2974
35574,5243.093
35575,3415.1108
35576,5416.6025
35577,9309.618
35578,10078.83
35579,5982.575
35580,7505.7466
35581,7905.9224
35582,5442.8433
35583,10043.705
35584,3265.6597
35585,5312.867
35586,1410.7261
35587,3461.8638
35588,14130.058
35589,343.56293
35590,8663.597
35591,12870.015
35592,9770.028
35593,5542.166
35594,3309.1394
35595,3336.0625
35596,5022.6616
35597,200.77461
35598,12160.957
35599,5355.386
35600,244.2572
35601,6745.0347
35602,4402.9824
35603,336.39038
35604,24532.89
35605,3034.4458
35606,3623.3682
35607,13136.905
35608,3706.248
35609,4673.91
35610,10569.272
35611,3619.172
35612,2318.3296
35613,3718.136
35614,7190.19
35615,6523.88
35616,15043.59
35617,376.3736
35618,284.70758
35619,213.12529
35620,6447.3774
35621,4493.525
35622,8663.156
35623,18364.129
35624,7251.25
35625,2782.029
35626,20139.252
35627,10532.038
35628,6799.3794
35629,5168.8545
35630,8150.9873
35631,4221.8457
35632,2666.5435
35633,10943.283
35634,237.12424
35635,2001.8291
35636,11698.572
35637,4006.634
35638,1276.9236
35639,1384.2742
35640,7004.7837
35641,7752.934
35642,7522.3633
35643,9560.427
35644,3423.4583
35645,3054.2065
35646,7069.6753
35647,9433.459
35648,1908.7186
35649,1998.2563
35650,2489.046
35651,5694.142
35652,2410.0942
35653,3233.918
35654,4335.9644
35655,9680.236
35656,6891.3237
35657,1469.8735
35658,441.02737
35659,3047.6086
35660,4391.5054
35661,4063.1548
35662,5150.456
35663,56.472015
35664,4897.027
35665,13652.128
35666,1335.2877
35667,3549.82
35668,5670.2383
35669,6701.66
35670,3332.614
35671,5078.297
35672,20128.203
35673,2539.4753
35674,1871.2361
35675,2081.8257
35676,4462.0464
35677,5577.092
35678,5336.543
35679,238.39645
35680,7667.9697
35681,310.75345
35682,7155.868
35683,5828.3755
35684,7147.608
35685,2649.5251
35686,12753.77
35687,5349.598
35688,4378.4062
35689,10928.837
35690,5087.805
35691,20.284878
35692,438.4043
35693,5050.8735
35694,13915.811
35695,9018.712
35696,11989.711
35697,4718.617
35698,13632.99
35699,3567.103
35700,3040.6648
35701,2731.9873
35702,3212.36
35703,239.47939
35704,4299.094
35705,7118.236
35706,7570.1455
35707,9048.062
35708,1155.4269
35709,2089.549
35710,7463.802
35711,5278.407
35712,4729.611
35713,3836.5676
35714,6141.259
35715,7358.348
35716,4481.62
35717,4749.9263
35718,4979.1113
35719,5530.3267
35720,4301.9214
35721,12301.425
35722,1045.2612
35723,6774.025
35724,3652.0073
35725,264.46106
35726,3180.0806
35727,11381.836
35728,5724.3296
35729,3400.6646
35730,4319.2505
35731,10226.992
35732,1214.0566
35733,5642.263
35734,6021.451
35735,5068.1484
35736,3521.9556
35737,1294.5145
35738,1567.8326
35739,4109.4727
35740,6528.3594
35741,9995.255
35742,6808.544
35743,6816.1436
35744,5341.2266
35745,1039.2677
35746,5724.836
35747,10998.26
35748,9189.463
35749,8820.135
35750,5920.408
35751,2822.777
35752,4149.511
35753,2694.4268
35754,8865.961
35755,4306.861
35756,7106.8857
35757,3758.65
35758,2569.9534
35759,5537.8315
35760,3701.111
35761,8899.39
35762,1478.1254
35763,7430.474
35764,3134.0803
35765,14055.683
35766,674.49445
35767,343.56293
35768,4194.3096
35769,5595.078
35770,2818.4602
35771,10406.314
35772,4011.0984
35773,345.6634
35774,7172.9
35775,3951.383
35776,9353.104
35777,12997.58
35778,2450.4062
35779,1091.3011
35780,10047.812
35781,4392.884
35782,14832.871
35783,1308.7806
35784,6678.2407
35785,6636.5615
35786,5961.997
35787,175.60542
35788,4207.1978
35789,1245.5369
35790,12066.257
35791,7121.8975
35792,9508.771
35793,3955.807
35794,11633.043
35795,4934.3696
35796,3614.8542
35797,3317.5977
35798,7836.006
35799,12600.947
35800,2725.6697
35801,5115.226
35802,3691.7239
35803,318.2689
35804,4887.293
35805,4133.0864
35806,4972.459
35807,4571.871
35808,3476.8516
35809,2626.3333
35810,5922.1387
35811,11578.861
35812,1044.2911
35813,1987.6952
35814,9089.971
35815,3461.1462
35816,6693.032
35817,3417.5198
35818,3895.918
35819,2684.2144
35820,3851.3655
35821,1013.24854
35822,2477.3735
35823,3815.656
35824,8733.715
35825,5537.847
35826,3672.2305
35827,2278.3926
35828,258.97214
35829,228.66699
35830,308.79703
35831,229.21237
35832,4446.02
35833,5831.826
35834,7320.294
35835,3373.8506
35836,5018.762
35837,8303.804
35838,6555.31
35839,7203.572
35840,3690.6123
35841,8616.246
35842,7328.129
35843,6050.929
35844,4087.7468
35845,8822.344
35846,7980.2383
35847,5577.411
35848,4894.5493
35849,1096.4584
35850,25702.002
35851,16767.586
35852,4765.8096
35853,9079.383
35854,8262.372
35855,3320.3818
35856,5099.0317
35857,5197.8306
35858,3155.6292
35859,5150.456
35860,6040.939
35861,12585.172
35862,2472.4854
35863,561.6354
35864,214.83005
35865,5988.333
35866,1782.104
35867,11467.617
35868,5510.641
35869,6742.3555
35870,295.33887
35871,6496.736
35872,297.92114
35873,7966.5244
35874,6347.834
35875,5819.401
35876,257.9167
35877,6734.3535
35878,3043.121
35879,1469.8735
35880,6005.631
35881,41.858177
35882,3437.175
35883,7884.1357
35884,16900.674
35885,2448.4988
35886,430.7393
35887,4243.013
35888,11448.443
35889,9803.756
35890,7414.482
35891,322.26364
35892,9309.034
35893,11501.923
35894,8172.5083
35895,4399.439
35896,1240.2671
35897,11893.828
35898,5940.537
35899,4942.5186
35900,13119.228
35901,10730.015
35902,10645.178
35903,1916.4305
35904,3955.9978
35905,235.35992
35906,7472.4326
35907,7930.561
35908,2769.6855
35909,362.96362
35910,2700.4905
35911,5024.165
35912,5068.43
35913,2126.0007
35914,13066.758
35915,4986.362
35916,8793.215
35917,11851.322
35918,7049.823
35919,1898.1394
35920,17073.602
35921,721.2157
35922,9232.373
35923,7857.662
35924,7907.009
35925,2485.2883
35926,3722.7495
35927,3560.3137
35928,7824.522
35929,4362.009
35930,6613.196
35931,4371.339
35932,206.35788
35933,3243.4668
35934,5669.7983
35935,1928.2776
35936,4456.619
35937,6646.4624
35938,4636.6885
35939,5455.051
35940,4809.747
35941,6729.0776
35942,5305.006
35943,6341.1553
35944,9814.792
35945,6690.267
35946,3786.2122
35947,10990.597
35948,17170.98
35949,5276.539
35950,4514.4985
35951,12110.368
35952,519.26166
35953,4717.2593
35954,8112.8525
35955,3027.3806
35956,5323.912
35957,4060.9976
35958,7260.5166
35959,1317.51
35960,5281.521
35961,5087.805
35962,128.4213
35963,6567.084
35964,2406.543
35965,2573.9084
35966,5955.137
35967,5083.806
35968,6963.2554
35969,212.89963
35970,14836.734
35971,2316.313
35972,14333.443
35973,2234.9907
35974,5023.1978
35975,5050.676
35976,7297.1675
35977,98.126274
35978,10964.438
35979,386.79807
35980,4724.151
35981,315.8569
35982,3965.1116
35983,7154.4307
35984,7380.459
35985,15891.06
35986,12131.016
35987,6861.1016
35988,3610.4841
35989,3173.6099
35990,8959.117
35991,11378.839
35992,17065.07
35993,2923.9036
35994,3262.4216
35995,5361.6
35996,6762.8076
35997,333.4779
35998,5474.2456
35999,2541.398
36000,409.8072
36001,4719.2603
36002,5316.6797
36003,3393.2432
36004,16251.247
36005,5956.9546
36006,2541.8582
36007,18513.523
36008,5965.827
36009,6527.9717
36010,4283.3535
36011,251.04405
36012,258.97214
36013,3422.815
36014,331.88068
36015,2407.9558
36016,4140.9546
36017,6606.4185
36018,1539.9432
36019,5035.6406
36020,4664.746
36021,228.15314
36022,1697.3892
36023,4946.905
36024,12820.267
36025,4074.8936
36026,256.51605
36027,5402.4395
36028,7248.6797
36029,4752.773
36030,4678.2163
36031,408.2353
36032,4514.175
36033,6968.91
36034,4525.469
36035,12929.853
36036,5787.8643
36037,3150.9849
36038,5590.5093
36039,5878.5835
36040,3121.7354
36041,9346.244
36042,3285.3835
36043,3693.1985
36044,13281.791
36045,3316.1216
36046,4297.0713
36047,4582.835
36048,3132.2341
36049,2347.1768
36050,2659.0344
36051,393.7738
36052,1559.4786
36053,6112.5596
36054,4419.6694
36055,7159.3896
36056,5341.4526
36057,1843.0282
36058,4014.0276
36059,12744.689
36060,4436.6807
36061,6667.611
36062,1396.7405
36063,315.8569
36064,3202.5767
36065,157.22078
36066,2791.9385
36067,6986.3164
36068,3508.759
36069,3467.9773
36070,12040.567
36071,1034.1473
36072,4051.9355
36073,5348.914
36074,208.31879
36075,1787.2035
36076,7568.0586
36077,7824.0884
36078,5862.805
36079,3908.0635
36080,8898.826
36081,10524.461
36082,5039.9414
36083,3524.81
36084,6030.1665
36085,6180.9785
36086,7655.465
36087,3890.1316
36088,2702.8987
36089,7664.7163
36090,3836.0278
36091,8960.34
36092,254.46951
36093,9094.1
36094,1911.351
36095,1943.5634
36096,1766.0055
36097,10021.904
36098,14871.949
36099,6309.0
36100,4761.6123
36101,5537.285
36102,18134.914
36103,1425.6553
36104,4080.2974
36105,8337.053
36106,2154.9448
36107,7165.307
36108,6206.1084
36109,15435.671
36110,2063.5
36111,386.79807
36112,4711.1113
36113,4795.004
36114,4482.2905
36115,16416.441
36116,2129.129
36117,3819.3313
36118,3245.5034
36119,3475.5005
36120,3619.215
36121,4434.132
36122,256.69662
36123,3175.8794
36124,1382.4756
36125,15777.024
36126,2084.3599
36127,12308.416
36128,14342.057
36129,1013.24854
36130,3345.2507
36131,9711.301
36132,233.6735
36133,2386.3982
36134,1728.4751
36135,478.3447
36136,6593.1074
36137,3311.7412
36138,235.43257
36139,4796.5444
36140,267.72046
36141,389.8065
36142,5038.467
36143,4048.2954
36144,320.71188
36145,2273.378
36146,5453.6123
36147,3254.4888
36148,10270.413
36149,331.88068
36150,5944.526
36151,5796.1567
36152,3547.0994
36153,9838.404
36154,7750.03
36155,5827.501
36156,6173.2153
36157,6395.339
36158,4271.1367
36159,3823.3547
36160,458.1687
36161,5671.8306
36162,10020.876
36163,5800.0522
36164,10864.162
36165,3501.8596
36166,1146.1915
36167,14606.656
36168,6607.798
36169,5934.537
36170,4012.7795
36171,5060.86
36172,12729.832
36173,3232.802
36174,208.2543
36175,3633.3433
36176,291.71677
36177,2051.7737
36178,2184.434
36179,7889.409
36180,5462.598
36181,1570.4937
36182,3979.4727
36183,2232.3828
36184,8970.319
36185,4226.9067
36186,3574.3096
36187,2661.1646
36188,28504.973
36189,12221.102
36190,6972.5005
36191,4345.1055
36192,355.91068
36193,15023.071
36194,5934.6396
36195,4033.7324
36196,16432.492
36197,9169.103
36198,4837.1445
36199,7206.9536
36200,5873.268
36201,3961.455
36202,13639.85
36203,5604.154
36204,7769.9746
36205,6571.9067
36206,6389.4937
36207,5930.405
36208,7550.477
36209,4341.76
36210,3437.175
36211,19379.62
36212,5378.043
36213,4237.6006
36214,322.26364
36215,3559.6504
36216,4383.9985
36217,7962.6484
36218,1566.512
36219,7607.5493
36220,3187.1104
36221,4950.356
36222,458.1687
36223,9116.83
36224,9522.511
36225,464.091
36226,4171.926
36227,6747.942
36228,13257.722
36229,5138.166
36230,5969.6475
36231,674.49445
36232,9851.641
36233,1567.8326
36234,5223.2246
36235,7255.0713
36236,2618.111
36237,342.74066
36238,360.20032
36239,5414.617
36240,3573.5334
36241,6021.9956
36242,11658.447
36243,4366.767
36244,3171.6924
36245,4768.3936
36246,3169.8066
36247,6580.998
36248,4554.699
36249,4229.9355
36250,12414.436
36251,6370.4316
36252,4520.907
36253,12571.421
36254,11041.733
36255,257.04346
36256,3371.3809
36257,4170.195
36258,4634.9263
36259,10182.133
36260,6845.7817
36261,3452.7288
36262,3139.1482
36263,6160.818
36264,21238.578
36265,10876.272
36266,16655.941
36267,1609.2135
36268,4491.1772
36269,13247.597
36270,11257.034
36271,12706.291
36272,10012.297
36273,3075.3203
36274,5477.478
36275,982.8624
36276,6813.7754
36277,8717.594
36278,2097.748
36279,12666.959
36280,4219.503
36281,3127.2463
36282,5384.2344
36283,5403.0474
36284,381.0528
36285,5002.619
36286,5874.5586
36287,1207.5211
36288,386.61154
36289,6005.631
36290,674.49445
36291,12448.402
36292,1838.294
36293,4617.0327
36294,3135.4128
36295,5257.7534
36296,9730.649
36297,9261.832
36298,3498.9058
36299,5153.3496
36300,658.3262
36301,15127.863
36302,3214.1748
36303,5910.941
36304,6604.268
36305,8220.994
36306,5504.753
36307,1045.0205
36308,2191.566
36309,6590.4673
36310,3288.9285
36311,1607.4802
36312,6327.025
36313,11906.661
36314,14972.003
36315,674.49445
36316,3441.096
36317,16579.465
36318,5555.7534
36319,10103.939
36320,407.192
36321,8455.679
36322,10502.001
36323,2160.154
36324,7449.838
36325,216.49295
36326,12020.437
36327,3684.8801
36328,1227.3306
36329,4200.258
36330,2254.8188
36331,14067.682
36332,2544.3342
36333,1744.7715
36334,5003.1694
36335,9137.044
36336,5576.343
36337,4522.208
36338,3831.1099
36339,5972.6904
36340,3308.751
36341,351.58667
36342,4057.4448
36343,3976.3884
36344,6347.765
36345,9583.465
36346,5115.8047
36347,6774.025
36348,4684.358
36349,7263.5186
36350,6938.4097
36351,256.1811
36352,11419.286
36353,2207.6672
36354,5054.501
36355,4570.938
36356,4107.813
36357,2446.7131
36358,5008.1035
36359,2691.2837
36360,813.0311
36361,3305.7803
36362,4774.3403
36363,4795.004
36364,1546.1466
36365,6861.6104
36366,2514.2874
36367,4987.8086
36368,7131.503
36369,3068.5596
36370,419.8059
36371,16120.92
36372,7798.995
36373,2691.0918
36374,2308.2432
36375,8479.986
36376,10743.624
36377,1045.0205
36378,2541.376
36379,12414.827
36380,1584.9346
36381,8802.99
36382,4717.8193
36383,4903.7705
36384,5646.0244
36385,1871.2361
36386,4853.39
36387,9552.039
36388,6672.8096
36389,9919.637
36390,6600.7007
36391,5.2553854
36392,1922.1146
36393,5575.12
36394,356.76288
36395,5822.7183
36396,11631.747
36397,378.19
36398,3291.4646
36399,9847.123
36400,3452.2944
36401,10573.787
36402,15534.749
36403,3698.7856
36404,4375.721
36405,6270.1074
36406,12606.279
36407,14963.911
36408,15042.434
36409,2949.5774
36410,5160.6533
36411,2851.1936
36412,3748.03
36413,1056.2411
36414,7762.6855
36415,1948.6366
36416,3521.0444
36417,9680.236
36418,4127.34
36419,2996.5593
36420,3197.8796
36421,6503.141
36422,7196.9375
36423,5469.3174
36424,9387.374
36425,13692.018
36426,310.75345
36427,3264.5308
36428,4771.922
36429,3180.623
36430,3483.4346
36431,9814.792
36432,1368.3201
36433,3383.4775
36434,3761.6106
36435,11430.523
36436,10368.737
36437,2360.2332
36438,2500.1995
36439,12612.09
36440,3073.2822
36441,7307.6655
36442,1133.5646
36443,6101.5317
36444,3321.8176
36445,4485.614
36446,4783.5156
36447,2410.3684
36448,8437.344
36449,11749.23
36450,364.21335
36451,1257.566
36452,4299.3
36453,3577.0833
36454,12705.785
36455,10068.934
36456,11267.464
36457,6285.512
36458,137.49431
36459,3916.767
36460,2632.9983
36461,292.42355
36462,285.92712
36463,1946.0514
36464,1276.536
36465,5812.6553
36466,3261.3354
36467,7067.8047
36468,1832.1266
36469,7880.476
36470,5730.9263
36471,5213.167
36472,4917.2534
36473,6886.546
36474,11551.5205
36475,11347.98
36476,6884.976
36477,8301.764
36478,7682.25
36479,3281.5476
36480,10151.015
36481,212.89963
36482,381.0528
36483,2558.118
36484,465.49872
36485,8218.195
36486,294.78076
36487,3425.7036
36488,1888.0527
36489,4862.6533
36490,7795.159
36491,8259.159
36492,1872.348
36493,16041.331
36494,1146.1915
36495,6429.152
36496,2313.6099
36497,6722.934
36498,386.61154
36499,15776.162
36500,3390.5723
36501,6793.038
36502,4565.7905
36503,5500.832
36504,1210.3127
36505,5651.9346
36506,1800.8665
36507,5421.7793
36508,1420.2482
36509,386.61154
36510,4549.1797
36511,5390.3257
36512,7047.241
36513,1136.716
36514,10133.21
36515,258.97214
36516,1140.1566
36517,4601.123
36518,6741.218
36519,4585.382
36520,2480.551
36521,11010.077
36522,4987.2275
36523,6385.92
36524,5998.1646
36525,5330.159
36526,6922.508
36527,295.33887
36528,5375.989
36529,5578.0684
36530,5103.898
36531,6657.5396
36532,453.95514
36533,5367.3823
36534,4477.291
36535,8894.677
36536,3890.1316
36537,18523.506
36538,409.8072
36539,12747.6875
36540,7000.871
36541,3095.5806
36542,2769.8096
36543,4855.2544
36544,2140.957
36545,4133.0864
36546,7796.977
36547,10226.992
36548,2437.7168
36549,7735.606
36550,3693.7764
36551,3645.5107
36552,342.74066
36553,5039.634
36554,9041.382
36555,6905.8105
36556,4691.1206
36557,291.71677
36558,6107.838
36559,4090.1614
36560,4848.231
36561,5808.905
36562,8506.068
36563,9054.177
36564,5727.1484
36565,4312.541
36566,7581.0176
36567,7520.283
36568,361.57953
36569,4838.5713
36570,8424.116
36571,6237.738
36572,13208.621
36573,3266.892
36574,5982.699
36575,7655.202
36576,1702.3721
36577,3432.5264
36578,10280.096
36579,6005.631
36580,6949.7393
36581,3874.5042
36582,5648.577
36583,3537.7742
36584,3409.0215
36585,6120.7925
36586,10433.329
36587,2534.053
36588,2196.7979
36589,11244.583
36590,2954.3096
36591,8332.286
36592,4436.8945
36593,2519.0293
36594,2097.2097
36595,14724.391
36596,7511.025
36597,16505.688
36598,5272.461
36599,2165.0269
36600,1463.0723
36601,2057.682
36602,1228.526
36603,14223.514
36604,840.6794
36605,375.01135
36606,6322.3545
36607,10572.117
36608,468.80093
36609,7029.1953
36610,5901.3677
36611,7176.49
36612,5758.945
36613,3077.5012
36614,3078.7485
36615,3322.2288
36616,8578.61
36617,15855.706
36618,285.92712
36619,2614.0767
36620,5386.505
36621,3127.2463
36622,586.59955
36623,5787.359
36624,6035.092
36625,11347.614
36626,13351.836
36627,370.54333
36628,1044.2911
36629,3228.3403
36630,465.49872
36631,2174.1772
36632,7750.2812
36633,9210.816
36634,5224.05
36635,5160.4355
36636,8962.008
36637,4170.195
36638,430.7393
36639,13306.953
36640,5084.573
36641,6502.413
36642,3261.3354
36643,8738.798
36644,5812.5234
36645,322.26364
36646,6970.6084
36647,3197.596
36648,209.52055
36649,3560.6125
36650,5644.04
36651,6779.555
36652,8091.6104
36653,6078.549
36654,4450.3984
36655,4924.335
